13	17	1	Plug-In!	Fight Ippatsu! 01.mp4	http://free4share.de/4347c21dbd45e06e/Fight_Ippatsu!_01.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
14	17	2	Timing!	Fight Ippatsu! 02.mp4	http://free4share.de/a38a945fbd866e0f/Fight_Ippatsu!_02.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
15	17	3	Lock on!	Fight Ippatsu! 03.mp4	http://free4share.de/cc0e9adf5b3824d2/Fight_Ippatsu!_03.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
16	17	4	Iono, Krise!	Fight Ippatsu! 04.mp4	http://free4share.de/56200729b6efcfd8/Fight_Ippatsu!_04.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
17	17	5	Das Ereignis	Fight Ippatsu! 05.mp4	http://free4share.de/b2c627ec6b9bbd93/Fight_Ippatsu!_05.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
18	17	6	Rückkopplung	Fight Ippatsu! 06.mp4	http://free4share.de/259a25150abe65a7/Fight_Ippatsu!_06.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
19	17	7	Alesta als Maid!	Fight Ippatsu! 07.mp4	http://free4share.de/f7bc5704546148cd/Fight_Ippatsu!_07.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
20	17	8	Idiotismus und Güte	Fight Ippatsu! 08.mp4	http://free4share.de/042af08902cf7f29/Fight_Ippatsu!_08.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
21	17	9	Prüfungsabteilung, Sektion für Sonderfälle - Aufklärungsladies!	Fight Ippatsu! 09.mp4	http://free4share.de/4f8d42e732c38a75/Fight_Ippatsu!_09.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
22	17	10	Geschenk!?	Fight Ippatsu! 10.mp4	http://free4share.de/061154cbcbe26ae4/Fight_Ippatsu!_10.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
23	17	11	Vorsicht! Energieentladelady!	Fight Ippatsu! 11.mp4	http://free4share.de/a5f64b24be3a89d9/Fight_Ippatsu!_11.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
24	17	12	Fight! Mit einem Ziel!	Fight Ippatsu! 12.mp4	http://free4share.de/e1419b7010034701/Fight_Ippatsu!_12.mp4	private	0	0	0	0	0	0	0	0	0	0	0	0
25	18	1	Begegnung	Buddy Complex 01 Hi10 [NS].mkv	http://free4share.de/0f3dc71ecf15352d/Buddy_Complex_01_High10_[NS].mkv	public	0	200	100	100	100	100	100	100	100	100	100	100
